============================================
vis/sebastianb1-output.txt
22:17:25_Sunday_15_October_2017
============================================
======================================================
                    SHOCK WAVE                        
======================================================
M,theta,beta_lower,beta_upper
8.0,19,25.438221,85.538819
8.0,20,26.618718,85.265640
8.0,21,27.813021,84.985427
8.0,22,29.021124,84.697481
8.0,23,30.243192,84.401020
8.0,24,31.479560,84.095169
8.0,25,32.730737,83.778940
8.0,26,33.997428,83.451208
8.0,27,35.280547,83.110689
8.0,28,36.581250,82.755896
8.0,29,37.900973,82.385101
8.0,30,39.241490,81.996268
8.0,31,40.604992,81.586974
8.0,32,41.994189,81.154300
8.0,33,43.412465,80.694674
8.0,34,44.864095,80.203653
8.0,35,46.354573,79.675591
8.0,36,47.891107,79.103142
8.0,37,49.483426,78.476454
8.0,38,51.145151,77.781792
8.0,39,52.896303,76.999032
8.0,40,54.768373,76.096590
8.0,41,56.816115,75.019625
8.0,42,59.151746,73.655844
8.0,43,62.097056,71.683384
======================================================
                 LINEAR ALG SYSTEMS                   
======================================================
x
64.604670
-12.520934
-19.598765
-16.571390
6.992843
-9.239265
======================================================
                  INTERPOLATION                       
======================================================
lagrange
12.857143
cubic
17.240000
======================================================
           HEAT EQN EXPLICIT FIXED ENDS               
======================================================
x,f(x)
0.000000,0.000000
0.010000,-3195513380341692446338265357034097845955176766880004881039893103634045455742555399114046456153564292272168274393768143229799963590695391314638555705705862640913632007430186184164631002330339642376519354112392942286652418794520760784257024.000000
0.020000,6400024360312406545911505829349063837852863735660168523451134438605650174835456654350962855534132039624872566322272017546270354687606981609739972140161594953066552468248427789516645827890738504470680160368731538458481289580151823096872960.000000
0.030000,-9614184706671659763221127002865785878091313831687378731826332840276655726563748996206055204962713874071195460607332458801969631019090785302887957574981623192841333150262376157454966305902906478775950298969242680689906432008410501931335680.000000
0.040000,12823199097048112011780483669085724424329878739553425561574047603197864526187347745294544092519812444461326508101320260932250015443917574370639359994937102521011089838653493104362877701025614149480325219325613009289176665902210953271836672.000000
0.050000,-15992056452195991416788775160463645441304211446026387404110311182355193090444238123520052375597615267900922563206114057818522279523909524549445058487200868349039605309737034225693726825334948966313839065593255034577252409091722857628565504.000000
0.060000,19063883968129294589779964163882930127459737527154596012348026377784306633609021503649850311493637248052090654281478039702689321177192217306469796374934803138963306004900966474623835477481732536891665432544550274350993433858001173162754048.000000
0.070000,-21961805666709236382912217199073904434008699885664396387789948113936717669879094918621155024163272658819890184355777122142235667397612570651403818020690874339902000588609562972433740820600271794365453468793135741292985674446356721583521792.000000
0.080000,24594215138004407070414151127278510179105891348240862570095548796523994227796202462984107653794302362729385876093457681871295721263666413948182713760740079187277022807497697465459002612958231163153957282987239726271202220695645422014693376.000000
0.090000,-26862895922683246147673687586804412215640133456042410760402465828210837883593035250757492309576920662974269939406703491185835099910465088206381313025370574906607232602276457368195718133986633263014415234940658861946291450602209536381026304.000000
0.100000,28673009747138972262866078149493145979382561814892771225267931955648986850959944614263713459422161921896378723869349262926281748089945828057026022937679433040957818685013811359486206263746114057644198428499250981590943323683941751201988608.000000
0.110000,-29943687242956442539384704732082368058813604066158868101190288397673335840222092436890003606906002175494647613202941102309658771196248775398378939456411302311227118737091270267991561215918272852129786291640964757877035647210253505118863360.000000
0.120000,30617848028879680707341781552249471328754513405726508244636551894127533315170881572186619119923551302512835427527172660117884832893998485872570491256896054357378285789501861502441849623408137215000489938268775456992165493799574138339196928.000000
0.130000,-30669971089137620848849650207662462233498103923516467855316210894132410462660346944842235205146082197614930175428549646135981445755825129152521919721773064745619194382979491441219719158543059192767859264199817116474192321701320616994406400.000000
0.140000,30110822126546984469846946861002914738423172424309256814148911447214141047369793138297469645332767670335759246136181836497777759682214446716961047617510467876536833389191578463420887551599855218549663359389406475336832029980290522086899712.000000
0.150000,-28988576573586184542650183898429798090378107692025777317604026803425588056885696427591320301766838007382069748074187289802497734299054384922369937495116115422850720562314556180601067800213401294226379826184248090003307576329273001795125248.000000
0.160000,27386281321471657902632036539588342586353984212709693572139904395439637600060337020152151573396423518957429202679617414038985081949947759824689484953315750296067993868498449853880523614450271472152462667513193169490435170269591566634975232.000000
0.170000,-25416086685832374936512220563859049248414381196127510597826719659883443037208546968000179785658921516795481308440836763327871275069296345633190567512839982904534028988206331259819113176848168643305243946983201086931118588083633863239139328.000000
0.180000,23211068246116465936703205464227059429202069780786808293172564754991003953916327181291997368878787130011799449356205012239706946143311512254880579651883624177678166218276543587966375992942695556335147847518053584247795026963562391461167104.000000
0.190000,-20915683513146927317708658738591793960453791828825443931461501685996439594009135225915002871747089460689633486608313465383024489909833509611178158739446760440289122276426378502557117664593531771027512970191343599867971285648823178990977024.000000
0.200000,18675943739468560881931468346167645953453086592209109664737844653728664101445162137963029120727388969230698096947622656684877420555639895917823036206155357797356923314121000634892629011174291643288417298970772143278460194829303139226615808.000000
0.210000,-16630239895638501297904308419967950737334046286301762887916354109190682838827074250664232180767709453214529979333106624404036287399470748849179696701842345090237149641664082214050674596323260820856314371920561141329015627359251126592471040.000000
0.220000,14901493284140250918087713632749813679266441442253355829324726598212644265372549412293687085502231599860708192818906709261208821301507474584762448027619446025496008801089251407719657379117257253386252318152240433726216984579926592313098240.000000
0.230000,-13590978142232445350902673730550035027094731111911910570063690839512890834987771604678344443389989872461240252923737682689962803792523792631902900920001199930609366873852394865480024995924410957175892001242035282312768441675072283315535872.000000
0.240000,12773863927561212834074794045585683408553376992240558365168862181680731843311353637034307869495867360986095618999337297507471576375874456889414108241785295437277157040569322274111281813011678417821834711622949264255911886404019368293826560.000000
0.250000,-12496313494544780422395128299278954356856919489392756484658580979171204291888423396773696253353373840624412888067757968595774294832158662522437414870739133768892934456754947797789467996906265126168525437065907915231302395422353167539503104.000000
0.260000,12773886595710593907934489822565309821990645611126445194016986962538381225457250968639090928704084796396758288548228274003232055202651174345466697610595677248872550065459987999290316238431052613544033171644932054419109295491402300290760704.000000
0.270000,-13591036893203546746299786198206684935661357320147981871589685127694996628553353906912754887071093947805867941778253301978496563989336190972583577159497019288676831399165268627252305850072539414851958821046260233972521460406666236901982208.000000
0.280000,14901621384386565844674030080047369753246445032053491461356238679449381232209133491448253205449567140051204825596699068014615428757013981753276518292979748211243716858545620055052669190158699765715768234529349643867656324823612478279647232.000000
0.290000,-16630505665862100820789798599189420982856766477415340840496556173003261654512183622510277109770723669596336824906673076535352593165422579683491818556145076986950793398030689347504736437639023952078638422371456023443762655151766206777655296.000000
0.300000,18676479710644295834539766701813644962707797060560647389487511210938878087914079381667570252068081878755965070312439180708921216533359286230341129005750532530188268716033380727519465092282940165960726957155341908868136467985340012626444288.000000
0.310000,-20916738672089485798946875629537433483287096409678726051212931039022829102629444615898911751643064495579127694325954539369628830824082049602102421242441540613286187820640808535482089418302503749299267162358522350597197614176519067325693952.000000
0.320000,23213098124845338822998043384396593470019536709707259163912578508174744566336134158379481037070235869488950002898845194274193092650866293965960092437335562516751421023122281031641092537640974717265812516879109646134617627398801322045079552.000000
0.330000,-25419903902786285512886023387830777452990964144208845602995325654499711072092682571451759084237512527461587498278410224539780883875613270285480979866342963522709695121820054733094309903004527878942539771000254924190901691558824982104506368.000000
0.340000,27393299704621285089189684842576871821757345059552091168446576637434451377223008951689484577559889382480319193958057974524169084441018697250106280852747987054279054164358231461080350113283026979678187650653106019708966876156307956689797120.000000
0.350000,-29001195279690661618856833346774954089976877405799683816853637848802643371723987559235669977307212715963102007591199024604249186718754913288269772580822764145498306460092628997368464971979229007585267497032550893939383135076205030648315904.000000
0.360000,30133011666892632216042651330548869830707689542097557810945221071073515995031236079158196732562105542832065055591655225463081066780867092535770081878399863314257500822974418953925896685456687281642144294052349773377876442423435256496390144.000000
0.370000,-30708139299832835591389550570113350655209837032208402989181370584277726999904599927996502065598537590859402834101748924045061875991733370197369444634970219922293860927203871058150730980134692017485201605890080964188485794192381309844717568.000000
0.380000,30682077769837310075529490832731809905309593524872807839320635250244225658033495268032442237747368356257599244793844741206928194386260384078338702412688949845046436892253068137593859104701574380529579199042668813728634925637483446644244480.000000
0.390000,-30049444225668050281696035156034619128257297836188866358065100710556522675811322012137404438145573387729529488153860716376425451098344520699723693343304058450483126661301255317202650924041770319736310777306298455643489584822600610707668992.000000
0.400000,28843411868183492066752101853581895412485906788059049950742231036921722361028074838727428719961184812280812006121290764503315166185262879690133698401156945162231209680753648509068978336298789746197505200005680934426791669536882801900519424.000000
0.410000,-27131607010127830923956598753451075616051275919867691045815551459431579150918883915710580476194760960591951818195182338854345830671995557847394690560720708582149264287006899659365736738430163594623536625183641970906719911938796494008614912.000000
0.420000,25008968142482887084060096113822707649978213275353087604065839447612949420057553115944439833678241972341442297845534543898538900429432328037166649914844271567660093442729558218795279064669371112028160524341107384561295227532556816915365888.000000
0.430000,-22588466871977147828047016968962247492615380659920689458331435512221510722385792258257869926541883866430319436119470963340518616976574136094450719332660068950267377541112940405004738364035581758759577083804696235215841271190242278957383680.000000
0.440000,19990838996725747609208437222332948243626312080889913785360872704694790978166554541617450429271458668935116330434818173573386089610672952240264125151376515143513581161827788719174887341042110326958911176137486021219355690709662788613046272.000000
0.450000,-17334536316681866732150698260138152440189726756622772155520730762310419453550201435594793822255975672856584797376581625540632973294644364780941699405884620608890551085825070047825213035259789576239479139790638298090085677610202476006342656.000000
0.460000,14726985892047180807537922195527612118407244206896131045579028668859976753911308276153503334047654467022540215982453347381761662409119339646558625340015331198361412894039826340040223438802756652054177449874634725786652402449163712532054016.000000
0.470000,-12257968623431073470876550273493892135519755579470930753940795430375843179451994326603650834424680449310832369990411465238827616941620633241013953448857623327240653637436822953550780092031510081707843621984564776656057235764673666512584704.000000
0.480000,9995563641721035662863980053948249181903344961305687033660394391026586941214515451026035525634700826887652578529201837666094784342884209559649099584411881069679952872477598624577017043994239938646828625569522055641010261424490744087838720.000000
0.490000,-7984719780214241756142237051018384728105270914965781308285340738687963042531086505134357461663196442810079528277114475091196262097234673310814932974709800113948664333743771670986242867639903399189946939628663504344636899179459441367973888.000000
0.500000,6248175928817187324176123109633259640870117559018295262963167926913038551818923632442229834200486302653327389407604130198494289651315224511898384305726370850509128314653750631902226367109269814118878269750426051473948067524732181614166016.000000
0.510000,-4789206399870880023856923431788970276117031623737237988542736520172767129173590444246409179631543788839715289451216846249508800843025967002905769088601231626998215338522289817528752065879828791704848858490218938187767103378701373214294016.000000
0.520000,3595539281405409108460420106011944043369987296044656576046472899289432159095842812465042902902212112077087147078863675072034514283562933891863528121810419577744633464591911887017756427597637625343922544813595223671074577220787181266665472.000000
0.530000,-2643783916754877934579727819344686427956187837968597425137065649967382354977401799878123972658533755276673946694824180655575110071129874673604646491525815431915565709607279611538255370527842593364451602200489749425768030548323421646749696.000000
0.540000,1903786794993560296721693947058078737962631857869475239875354673355084981384835207175007330623513624137911780210881628840253618187748450598039057882722915903908345126206698176267668283574082491034304542989471977182135197742697599666749440.000000
0.550000,-1342479864479822798277172969272085766443419401611558502463214099753844106218876599051308754475010138980219785393599636348043075564180715881708190643096288707222001721610457934162745525288313486543647392230252819579762727030294803610861568.000000
0.560000,926955028590380802022346979522338166741195425266516785020751770104289896258576626792006825873735811531110364652013333513119434197766481595886942133198997809086985817513205895348776995496193552003915352525995902003951991013792969316630528.000000
0.570000,-626661205262427707053445144155547352278275614960168691082960120609502230235701820052267598462729983889666610270055824421509609755590247750233613871345710626540878876867203558381450209687195133692587543476541836512042968360792644544102400.000000
0.580000,414753004474322071045813025096129456570284258868363941335468157217332536061641103973812208550206196332731252875576766613181049726836121096596866373435672529690130703158165157849389691665582592897004464329416528694349625858458344371519488.000000
0.590000,-268711087442892220460843148739171933721220173343147831554140859340787418478997694582024164464112711518376913661174321858211527237885350911776594517006019386707765564503229632117364987432961848012265323339863041329568978733819436602490880.000000
0.600000,170402121047703936104746393480909492305107535174764644036989971963366539413216529011324119071636761347833823978126128338340043267138817212789890666838780012411721797213760000791840664632943742667683744588009043733807921362619024126509056.000000
0.610000,-105756982726238348644382617828965061347646030790403137599670376097826209378212125640634842648707565350791226595546490193974341659023741227774746800659964623471991678807044014709105900077502230685581524218508496314324131885913419169136640.000000
0.620000,64229741003323721408541812842173205051610008937157045844345465475685583481207834145118740719334033545776075564859269927439515458653743147968117683495699597633846522398765031621698377062619518946547599182721494017547040993326333251551232.000000
0.630000,-38168210830616147074210555342439064071531397445927569713100993431587688184637557679274921211488383221539510028244626279730511987665448698136363768550511056232408242551812970160338015172836811732661111849245205630074405655831458401484800.000000
0.640000,22189540742917296427836691664061980674094664937533613860801011268777133835900449029459393552060140116404997937282958905126367974722460463955238053736716078081135024395530988195221142132002281052739597342914976950592964110098902730932224.000000
0.650000,-12618707255343518471404319185351861039052830525649681969915238470648685884752851677964157903722389804296302382030996302215037205309921563480807622392811961304858264616008665876237984908001117600093323499460952627273606883782078865866752.000000
0.660000,7018386419382668364218133961380074901686616268339862577113987329930275480658924431328542837929202210515594890300846231602159349596233476924614475410858067285242150863147890600337315768525955982635269100288573499691033572106116758765568.000000
0.670000,-3817226028206314835531853236204164163070902886541688941990987425484227444171449929354934557671791205838967057625753629914388328111760552366155219826587440967061140589888400852519616815593310874959612007997515759599289200994933832417280.000000
0.680000,2029903285004441614705297835280561846853083080014552036083370442509115934241604660081067552788959188420316533554086301421924659394554636187081418274113056715627988599105394580569462356063390920878800152563854054764389413658357372289024.000000
0.690000,-1055223703918752416648120576875810593802626099228762222848064729444555736629017176262015492047430080232909016573391375939293567909828021851392619161255653671756515696369205104603318777660481169180196611949293533534892280487973375442944.000000
0.700000,536137621775026320592814933716406860472215890989933848062377707840004340542453139424864024183345648899741497941251408788834869761158710607127002281484949545026888708411765537819326471492430019709065172522110901231011442219496863956992.000000
0.710000,-266187206060533391152734592876335878084221908917873535830297483840247237401421011282259293003712635141783322365907419889971787352806344362428935653991830610061996328389206985411918930101386215039432362067305013530959974549677580222464.000000
0.720000,129118759892811888221039340408049868798171182872397415834055188417161264321331346544558745579005226022226027583594573820738090633321683172102542158854807419507428072674669657087806766398948878942227038199591985757462089966425630310400.000000
0.730000,-61177282532388824974066710765190543550422631089832516272614797245946840156092306402596540106462940895713744992989384902626514079690006391919847870557535670588286574361882466886642653072168887856909663719851889783119408317928910618624.000000
0.740000,28306883426412872922754446828713151767933287121138100276646015229723218211766938172432240749144099244180711032668396169729912270700653673985629529918839964771447616769120598239006417057177038237549550141792147252943933438371318202368.000000
0.750000,-12787686988144340714272217540453792889004526301410824436619597140484948349218900357988411905122448088350129003016473084055729161766892322594874964252334298518375957040892716194237585292084118351360749774597409114651378301103570419712.000000
0.760000,5638730357374577891482917890038040479044013910472672464867395650988267249098876464875128674082049089822992288539374990890495339018213638685392572158187985932339904447974795734185242997899825348022302312016823291527067914450652626944.000000
0.770000,-2426304252838972552076525936904568028741067165039216199573043672919577851791664049205786672659870077118829769898131089625778971124823612064731452172261220100008175980853382180335012041191690735205528130079983810687690231249467604992.000000
0.780000,1018503300283992250396769185609679141108068089699789770519294208694127315261736548952554157411224623401259054272088912934035237675982258238522782217399402608224614374403292215817059847115036662696809356159050108726251713330822512640.000000
0.790000,-416969638758047239547340815436696876189220618216066329295619102516570252243942502211037860334461936400412021100449920917271442816283914023083173400216252453078706706234641491511968873185221410019645143861652384873364230003513884672.000000
0.800000,166431346487969926653830061112163299276637818207184368186601109594850338809903486889549069657044686409532706831799682871940266455559331887276853945363522824020708737101856674995529227058761044122306292908816991374359292171662655488.000000
0.810000,-64745570203805693704951180088300191672024118898973934601058246344025304876630293670883129445506930938825190214848000853733841199342053842087123698889004471959289301205330056651336718949180801047841123618828941377654464125650075648.000000
0.820000,24540061269643812373108423263296847654091647516998110003989286635903979403771321402165918187339496715528336875022695349629470556785410705658436156277308253755454556224086130252957541703137528161204295230748811107711175176767930368.000000
0.830000,-9058749485945694580216246095590621873343674818656926541105885799375430060866616837385220520719084361193066978749873278364840651795044684739478740208005034800051692135092743776329033664327165388327051835305736352711008142690877440.000000
0.840000,3255465978202188014132991863490733252722940258340570543289168496131146897608902029722826811348388820816691923888362328499536735567205936099711306867740947021204587596881576816952886942313917970052339921462569912770987302504628224.000000
0.850000,-1138474512387819484885981071890969912250587219131192803166425159447382617372336709271763884792798600708698134679464661597835576275677400960203535014043878786695620266999992522759849347284191835783277741879798206805418306655223808.000000
0.860000,387255689099917998978730125326797834186573131358356936945828126548984118421096466191951484943665643819981541336156429153925380046778794079984805123551184589664767044268298675583731344309530683468921108751111997708701232535699456.000000
0.870000,-128061954896120146163367922209484532230661480600571214841776382376447705005115751869260459254965327516073182142744574765879303020226711636675197251135239029558291709074874692179262811582780247182579785522796557252483277983318016.000000
0.880000,41148685483928027301914073973472712416256007537380041211280313367683990016564232527695718577369604196303545399880438072834325686242241653651064393589777479749910686630956984370488097037666566582948617899758412662991376313483264.000000
0.890000,-12839572318808329877347698663313117651300085228857757750206327734237512555956140410868668936929395881155477647888763595564772192031778582933654860752384800747050652818285488723132663706803899156353957842184928867728512692256768.000000
0.900000,3887992003949295026374502038950560757937709191707845231303280673422390832015715999928049988760859885142769057627060305076553760581332469263101784806879201507279105415150765103320765267711895283187900385242804578772614377373696.000000
0.910000,-1141757535974112331202082178300364266899502822958709780643097175199947405469116462762544637122870173415053825063930235188910031799408274169320764460729373351914417739020617682223529429041562331980417047185810948740481720254464.000000
0.920000,324904948169685391531562826652595271168682625748045454687329349981377381477334133660664668777602575193747751969695146773208167781675269059295165591974465285863534126253027392874671059013378136815701944507164104148825791266816.000000
0.930000,-89514337494153314499348570034979588011132657495535808326004256661796920104044641389904089491020610343696494459613336493876051966782390009703597240267016592443683409094531216302327875544793817940532352876317130469730924101632.000000
0.940000,23853555818766439952780248735217049736980284896525025226221881819745545651018721057800588352832709668288196450098632815406813743979768243764403757995043132140273995383791721973496505504002365750030552594193923526272252641280.000000
0.950000,-6141101434339465310989105406736197580367531689875099123290958824341058883257723823736845857277585221023679188196737903213164322883603412585248924378083467066322915688113256924962405403329871912865454647851376017461032779776.000000
0.960000,1525457097612733561797733514371920060651555937085056716947532079721828403389427449705810335843024790966952713150191572312520333126284900053368230404498555110086008494007462051831324839700040881032328822862193342179069394944.000000
0.970000,-365015407432219286414296933371265215775339836316015319694986100943586273342621670828636637720081781029117089432599735349927199122434263053994187092529751856589402350641886901359641442244037389355105142013144833774795620352.000000
0.980000,83845681322952853669943605546739797463402173711449539721542258846111210311458437516846009554233907804410025175270677859563784309487485749819660537316785466737492977781963958009074962564338623408585486932323154926529150976.000000
0.990000,-17753652084605184514343770920862086289384676933443792955688731518919501360683534570931008681027215701197985207682323049953148902003230374218896292339678294236179885585717956797580967906185014699981256569311745362458836992.000000
1.000000,0.000000
======================================================
          HEAT EQN EXPLICIT VARIABLE ENDS             
======================================================
======================================================
          HEAT EQN IMPLICIT FIXED ENDS             
======================================================
======================================================
============================================
vis/output.txt
22:17:25_Sunday_15_October_2017
============================================

Compiling with gcc -Wall -std=c99 ... 
Compilation succeeded.
setrlimit failed.
==17500== Memcheck, a memory error detector
==17500== Copyright (C) 2002-2012, and GNU GPL'd, by Julian Seward et al.
==17500== Using Valgrind-3.8.1 and LibVEX; rerun with -h for copyright info
==17500== Command: exec ../data/in_shock.csv ../data/in_linalsys.csv ../data/in_interp.csv 5 ../data/in_heateqn.csv
==17500== 
==17500== Invalid read of size 8
==17500==    at 0x402F49: printSim_6 (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x402C99: heateqn (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x40287E: main (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==  Address 0x4c4e378 is 0 bytes after a block of size 808 alloc'd
==17500==    at 0x4A057BB: calloc (vg_replace_malloc.c:593)
==17500==    by 0x400AE6: newUnsolvedHeatSim (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x402DE9: parseInput_6 (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x402C78: heateqn (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x40287E: main (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500== 
==17500== Invalid read of size 8
==17500==    at 0x402F63: printSim_6 (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x402C99: heateqn (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x40287E: main (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==  Address 0x960 is not stack'd, malloc'd or (recently) free'd
==17500== 
==17500== 
==17500== Process terminating with default action of signal 11 (SIGSEGV)
==17500==  Access not within mapped region at address 0x960
==17500==    at 0x402F63: printSim_6 (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x402C99: heateqn (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==    by 0x40287E: main (in /home/ss/subrun-4000v-cis-dimefox-l-22724/ENGR30003_A2/sebastianb1/exec)
==17500==  If you believe this happened as a result of a stack
==17500==  overflow in your program's main thread (unlikely but
==17500==  possible), you can try to increase the size of the
==17500==  main thread stack using the --main-stacksize= flag.
==17500==  The main thread stack size used in this run was 10485760.
shockwave: 308.27 milliseconds
linalgbsys: 12.78 milliseconds
interp: 159.90 milliseconds
==17500== 
==17500== HEAP SUMMARY:
==17500==     in use at exit: 731,056 bytes in 104 blocks
==17500==   total heap usage: 1,745 allocs, 1,641 frees, 765,104 bytes allocated
==17500== 
==17500== LEAK SUMMARY:
==17500==    definitely lost: 0 bytes in 0 blocks
==17500==    indirectly lost: 0 bytes in 0 blocks
==17500==      possibly lost: 0 bytes in 0 blocks
==17500==    still reachable: 731,056 bytes in 104 blocks
==17500==         suppressed: 0 bytes in 0 blocks
==17500== Rerun with --leak-check=full to see details of leaked memory
==17500== 
==17500== For counts of detected and suppressed errors, rerun with: -v
==17500== ERROR SUMMARY: 2 errors from 2 contexts (suppressed: 6 from 6)
Segmentation fault.
============================================
Test for input file: 
Files ../data/out_shock.csv and out_shock.csv differ
 
Oops, your shock solution seems to be INCORRECT.  :(
 
Files ../data/out_linalsys.csv and out_linalsys.csv differ
 
Oops, your algebraic systems seems to be INCORRECT.  :(
 
 
Oops, your interpolation seems to be INCORRECT.  :(
 
Files ../data/out_heateqn_explicit_fe.csv and out_heateqn_explicit_fe.csv differ
 
Oops, your heat eqn explicit fixed ends seems to be INCORRECT.  :(
 
============================================
src/newton_raphson.h
22:17:23_Sunday_15_October_2017
============================================
/***************************************************************************
 *
 *   File        : newton_raphson.h
 *   Student Id  : 757931
 *   Name        : Sebastian Baker
 *
 ***************************************************************************/
#include <stdio.h>
#include <stdlib.h>
#include <math.h>

#ifndef NEWTON_RAPHSON_H
#define NEWTON_RAPHSON_H

#define MAX_ITERATIONS 10
#define EPS 1e-9
#define DX EPS/100
#define ROOTFIND_FAIL -1

int newtonRaphson(double* xi, double* params, double (*f)(double, double*));
double dfdx(double x, double* params, double (*f)(double, double*));

#endif============================================
src/thomas_alg.c
22:17:23_Sunday_15_October_2017
============================================
/***************************************************************************
 *
 *   File        : thomas_alg.c
 *   Student Id  : 757931
 *   Name        : Sebastian Baker
 *
 ***************************************************************************/

#include "thomas_alg.h"
#include <stdio.h>
